data_source,area_label,naics_custom,naics_custom_label,measure,yr,lvl,gyy,dyy,hover_label
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2013,263550,0.02517125086063032,6471,"Snohomish County<br>2013: 263.6k, 2.5%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2014,267833,0.01625118573325745,4283,"Snohomish County<br>2014: 267.8k, 1.6%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2015,275524,0.02871565490436212,7691,"Snohomish County<br>2015: 275.5k, 2.9%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2016,283151,0.02768179904472934,7627,"Snohomish County<br>2016: 283.2k, 2.8%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2017,283881,0.00257812969051851,730,"Snohomish County<br>2017: 283.9k, 0.3%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2018,287496,0.01273420905238453,3615,"Snohomish County<br>2018: 287.5k, 1.3%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2019,291799,0.01496716476055315,4303,"Snohomish County<br>2019: 291.8k, 1.5%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2020,273939,-0.06120651544385003,-17860,"Snohomish County<br>2020: 273.9k, -6.1%"
ESD,Snohomish County,TTL,Total Nonfarm,Average Annual Employment,2021,274355,0.0015185862546041,416,"Snohomish County<br>2021: 274.4k, 0.2%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2000,207764,NA,NA,NA
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2001,209941,0.01047823492039046,2177,"Snohomish County<br>2001: 209.9k, 1.0%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2002,203220,-0.03201375624580238,-6721,"Snohomish County<br>2002: 203.2k, -3.2%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2003,205335,0.01040744021257755,2115,"Snohomish County<br>2003: 205.3k, 1.0%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2004,207353,0.00982784230647482,2018,"Snohomish County<br>2004: 207.4k, 1.0%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2005,221405,0.06776849141319397,14052,"Snohomish County<br>2005: 221.4k, 6.8%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2006,228869,0.0337119757909714,7464,"Snohomish County<br>2006: 228.9k, 3.4%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2007,249250,0.0890509418051375,20381,"Snohomish County<br>2007: 249.2k, 8.9%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2008,255622,0.02556469408224671,6372,"Snohomish County<br>2008: 255.6k, 2.6%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2009,242103,-0.05288668424470511,-13519,"Snohomish County<br>2009: 242.1k, -5.3%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2010,235043,-0.02916114215850274,-7060,"Snohomish County<br>2010: 235.0k, -2.9%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2011,240589,0.02359568249213972,5546,"Snohomish County<br>2011: 240.6k, 2.4%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2012,256500,0.06613353062691973,15911,"Snohomish County<br>2012: 256.5k, 6.6%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2013,261232,0.01844834307992204,4732,"Snohomish County<br>2013: 261.2k, 1.8%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2014,263766,0.00970018986954124,2534,"Snohomish County<br>2014: 263.8k, 1.0%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2015,271794,0.03043606833329537,8028,"Snohomish County<br>2015: 271.8k, 3.0%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2016,279658,0.02893367771179633,7864,"Snohomish County<br>2016: 279.7k, 2.9%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2017,282818,0.01129951583720112,3160,"Snohomish County<br>2017: 282.8k, 1.1%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2018,284298,0.0052330474015092,1480,"Snohomish County<br>2018: 284.3k, 0.5%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2019,289464,0.01817107401388673,5166,"Snohomish County<br>2019: 289.5k, 1.8%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2020,292958,0.01207058563413765,3494,"Snohomish County<br>2020: 293.0k, 1.2%"
PSRC,Snohomish County,TTL,Total Nonfarm,Mar Employment,2021,269366,-0.08053031492568896,-23592,"Snohomish County<br>2021: 269.4k, -8.1%"
ESD,Snohomish County,NA,NA,Mar Employment,2002,88,NA,NA,NA
ESD,Snohomish County,NA,NA,Mar Employment,2003,0,-1,-88,"Snohomish County<br>2003: 0.0k, -100.0%"
ESD,Snohomish County,NA,NA,Mar Employment,2004,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2005,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2006,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2007,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2008,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2009,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2010,217,Inf,217,"Snohomish County<br>2010: 0.2k, Inf"
ESD,Snohomish County,NA,NA,Mar Employment,2011,0,-1,-217,"Snohomish County<br>2011: 0.0k, -100.0%"
ESD,Snohomish County,NA,NA,Mar Employment,2012,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2013,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2014,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2015,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2016,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2017,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2018,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2019,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2020,0,NA,0,NA
ESD,Snohomish County,NA,NA,Mar Employment,2021,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2002,86,NA,NA,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2003,0,-1,-86,"Snohomish County<br>2003: 0.0k, -100.0%"
ESD,Snohomish County,NA,NA,Average Annual Employment,2004,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2005,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2006,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2007,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2008,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2009,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2010,233,Inf,233,"Snohomish County<br>2010: 0.2k, Inf"
ESD,Snohomish County,NA,NA,Average Annual Employment,2011,0,-1,-233,"Snohomish County<br>2011: 0.0k, -100.0%"
ESD,Snohomish County,NA,NA,Average Annual Employment,2012,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2013,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2014,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2015,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2016,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2017,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2018,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2019,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2020,0,NA,0,NA
ESD,Snohomish County,NA,NA,Average Annual Employment,2021,0,NA,0,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2000,30,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2001,30,0,0,"Bellevue<br>2001: 0.0k, 0.0%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2002,96,2.2,66,"Bellevue<br>2002: 0.1k, 220.0%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2003,79,-0.17708333333333337,-17,"Bellevue<br>2003: 0.1k, -17.7%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2004,70,-0.11392405063291144,-9,"Bellevue<br>2004: 0.1k, -11.4%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2005,NA,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2006,13,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2007,14,0.07692307692307687,1,"Bellevue<br>2007: 0.0k, 7.7%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2008,11,-0.2142857142857143,-3,"Bellevue<br>2008: 0.0k, -21.4%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2009,NA,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2010,16,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2011,14,-0.125,-2,"Bellevue<br>2011: 0.0k, -12.5%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2012,25,0.7857142857142858,11,"Bellevue<br>2012: 0.0k, 78.6%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2013,NA,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2014,29,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2015,30,0.03448275862068972,1,"Bellevue<br>2015: 0.0k, 3.4%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2016,55,0.8333333333333333,25,"Bellevue<br>2016: 0.1k, 83.3%"
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2017,NA,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2018,NA,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2019,NA,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2020,NA,NA,NA,NA
PSRC,Bellevue,"11, 21",Mining and Logging,Mar Employment,2021,NA,NA,NA,NA
PSRC,Bellevue,23,Construction,Mar Employment,2000,6136,NA,NA,NA
PSRC,Bellevue,23,Construction,Mar Employment,2001,5962,-0.02835723598435458,-174,"Bellevue<br>2001: 6.0k, -2.8%"
PSRC,Bellevue,23,Construction,Mar Employment,2002,4854,-0.18584367661858436,-1108,"Bellevue<br>2002: 4.9k, -18.6%"
PSRC,Bellevue,23,Construction,Mar Employment,2003,4941,0.01792336217552526,87,"Bellevue<br>2003: 4.9k, 1.8%"
PSRC,Bellevue,23,Construction,Mar Employment,2004,4691,-0.05059704513256424,-250,"Bellevue<br>2004: 4.7k, -5.1%"
PSRC,Bellevue,23,Construction,Mar Employment,2005,NA,NA,NA,NA
PSRC,Bellevue,23,Construction,Mar Employment,2006,6252,NA,NA,NA
PSRC,Bellevue,23,Construction,Mar Employment,2007,6909,0.10508637236084462,657,"Bellevue<br>2007: 6.9k, 10.5%"
PSRC,Bellevue,23,Construction,Mar Employment,2008,6899,-0.00144738746562456,-10,"Bellevue<br>2008: 6.9k, -0.1%"
PSRC,Bellevue,23,Construction,Mar Employment,2009,NA,NA,NA,NA
PSRC,Bellevue,23,Construction,Mar Employment,2010,4429,NA,NA,NA
PSRC,Bellevue,23,Construction,Mar Employment,2011,3970,-0.10363513208399187,-459,"Bellevue<br>2011: 4.0k, -10.4%"
PSRC,Bellevue,23,Construction,Mar Employment,2012,4297,0.08236775818639797,327,"Bellevue<br>2012: 4.3k, 8.2%"
PSRC,Bellevue,23,Construction,Mar Employment,2013,4330,0.00767977658831742,33,"Bellevue<br>2013: 4.3k, 0.8%"
PSRC,Bellevue,23,Construction,Mar Employment,2014,5020,0.15935334872979223,690,"Bellevue<br>2014: 5.0k, 15.9%"
PSRC,Bellevue,23,Construction,Mar Employment,2015,5923,0.1798804780876495,903,"Bellevue<br>2015: 5.9k, 18.0%"
PSRC,Bellevue,23,Construction,Mar Employment,2016,5946,0.00388316731386129,23,"Bellevue<br>2016: 5.9k, 0.4%"
PSRC,Bellevue,23,Construction,Mar Employment,2017,6269,0.05432223343424147,323,"Bellevue<br>2017: 6.3k, 5.4%"
PSRC,Bellevue,23,Construction,Mar Employment,2018,5699,-0.09092359227947044,-570,"Bellevue<br>2018: 5.7k, -9.1%"
PSRC,Bellevue,23,Construction,Mar Employment,2019,6516,0.14335848394455164,817,"Bellevue<br>2019: 6.5k, 14.3%"
PSRC,Bellevue,23,Construction,Mar Employment,2020,6827,0.04772866789441377,311,"Bellevue<br>2020: 6.8k, 4.8%"
PSRC,Bellevue,23,Construction,Mar Employment,2021,6211,-0.0902299692397832,-616,"Bellevue<br>2021: 6.2k, -9.0%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2000,7265,NA,NA,NA
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2001,6258,-0.13860977288368892,-1007,"Bellevue<br>2001: 6.3k, -13.9%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2002,6264,9.587727708533222e-4,6,"Bellevue<br>2002: 6.3k, 0.1%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2003,6108,-0.02490421455938696,-156,"Bellevue<br>2003: 6.1k, -2.5%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2004,6059,-0.008022265880812,-49,"Bellevue<br>2004: 6.1k, -0.8%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2005,6164,0.01732959234197051,105,"Bellevue<br>2005: 6.2k, 1.7%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2006,6291,0.02060350421804013,127,"Bellevue<br>2006: 6.3k, 2.1%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2007,5606,-0.10888570974407884,-685,"Bellevue<br>2007: 5.6k, -10.9%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2008,5826,0.03924366749910812,220,"Bellevue<br>2008: 5.8k, 3.9%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2009,5667,-0.02729145211122552,-159,"Bellevue<br>2009: 5.7k, -2.7%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2010,5336,-0.05840832892182812,-331,"Bellevue<br>2010: 5.3k, -5.8%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2011,5462,0.02361319340329837,126,"Bellevue<br>2011: 5.5k, 2.4%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2012,5881,0.07671182716953506,419,"Bellevue<br>2012: 5.9k, 7.7%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2013,5972,0.01547355891855128,91,"Bellevue<br>2013: 6.0k, 1.5%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2014,5198,-0.12960482250502348,-774,"Bellevue<br>2014: 5.2k, -13.0%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2015,5451,0.04867256637168138,253,"Bellevue<br>2015: 5.5k, 4.9%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2016,5012,-0.0805356815263254,-439,"Bellevue<br>2016: 5.0k, -8.1%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2017,4904,-0.02154828411811649,-108,"Bellevue<br>2017: 4.9k, -2.2%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2018,4861,-0.00876835236541595,-43,"Bellevue<br>2018: 4.9k, -0.9%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2019,4872,0.00226290886648827,11,"Bellevue<br>2019: 4.9k, 0.2%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2020,4651,-0.04536124794745488,-221,"Bellevue<br>2020: 4.7k, -4.5%"
PSRC,Bellevue,31-33,Manufacturing,Mar Employment,2021,3762,-0.1911416899591486,-889,"Bellevue<br>2021: 3.8k, -19.1%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2000,22230,NA,NA,NA
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2001,21472,-0.03409806567701301,-758,"Bellevue<br>2001: 21.5k, -3.4%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2002,20187,-0.05984538002980622,-1285,"Bellevue<br>2002: 20.2k, -6.0%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2003,19989,-0.00980829246544801,-198,"Bellevue<br>2003: 20.0k, -1.0%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2004,19180,-0.04047225974285862,-809,"Bellevue<br>2004: 19.2k, -4.0%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2005,19933,0.03925964546402505,753,"Bellevue<br>2005: 19.9k, 3.9%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2006,20456,0.0262378969547985,523,"Bellevue<br>2006: 20.5k, 2.6%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2007,21063,0.02967344544387962,607,"Bellevue<br>2007: 21.1k, 3.0%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2008,21684,0.02948297963253088,621,"Bellevue<br>2008: 21.7k, 2.9%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2009,19427,-0.10408596199963104,-2257,"Bellevue<br>2009: 19.4k, -10.4%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2010,18778,-0.03340711381067585,-649,"Bellevue<br>2010: 18.8k, -3.3%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2011,19689,0.04851421876664186,911,"Bellevue<br>2011: 19.7k, 4.9%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2012,19621,-0.00345370511453091,-68,"Bellevue<br>2012: 19.6k, -0.3%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2013,20824,0.06131185974211295,1203,"Bellevue<br>2013: 20.8k, 6.1%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2014,20861,0.00177679600461,37,"Bellevue<br>2014: 20.9k, 0.2%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2015,21576,0.03427448348593076,715,"Bellevue<br>2015: 21.6k, 3.4%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2016,20777,-0.03703188728216533,-799,"Bellevue<br>2016: 20.8k, -3.7%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2017,21992,0.05847812484959336,1215,"Bellevue<br>2017: 22.0k, 5.8%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2018,21943,-0.00222808293925058,-49,"Bellevue<br>2018: 21.9k, -0.2%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2019,21312,-0.02875632320102084,-631,"Bellevue<br>2019: 21.3k, -2.9%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2020,21379,0.00314376876876876,67,"Bellevue<br>2020: 21.4k, 0.3%"
PSRC,Bellevue,"42, 44-45",Retail and Wholesale Trade,Mar Employment,2021,26588,0.24365031105290247,5209,"Bellevue<br>2021: 26.6k, 24.4%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2000,60867,NA,NA,NA
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2001,61432,0.009282534049649183,565,"Bellevue<br>2001: 61.4k, 0.9%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2002,55565,-0.09550397187133741,-5867,"Bellevue<br>2002: 55.6k, -9.6%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2003,52849,-0.04887969045262308,-2716,"Bellevue<br>2003: 52.8k, -4.9%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2004,49724,-0.059130730950443744,-3125,"Bellevue<br>2004: 49.7k, -5.9%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2005,54429,0.09462231517979247,4705,"Bellevue<br>2005: 54.4k, 9.5%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2006,54620,0.0035091587205349217,191,"Bellevue<br>2006: 54.6k, 0.4%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2007,59914,0.09692420358842924,5294,"Bellevue<br>2007: 59.9k, 9.7%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2008,64045,0.0689488266515339,4131,"Bellevue<br>2008: 64.0k, 6.9%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2009,58910,-0.08017799984385976,-5135,"Bellevue<br>2009: 58.9k, -8.0%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2010,61609,0.0458156509930403,2699,"Bellevue<br>2010: 61.6k, 4.6%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2011,62980,0.02225324222110414,1371,"Bellevue<br>2011: 63.0k, 2.2%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2012,62322,-0.010447761194029903,-658,"Bellevue<br>2012: 62.3k, -1.0%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2013,62701,0.006081319598215673,379,"Bellevue<br>2013: 62.7k, 0.6%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2014,65610,0.04639479434139804,2909,"Bellevue<br>2014: 65.6k, 4.6%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2015,69355,0.05707971345831431,3745,"Bellevue<br>2015: 69.4k, 5.7%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2016,70516,0.016739961069857978,1161,"Bellevue<br>2016: 70.5k, 1.7%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2017,71126,0.00865051903114189,610,"Bellevue<br>2017: 71.1k, 0.9%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2018,73543,0.033981947529736045,2417,"Bellevue<br>2018: 73.5k, 3.4%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2019,78769,0.07106046802550892,5226,"Bellevue<br>2019: 78.8k, 7.1%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2020,76497,-0.02884383450342143,-2272,"Bellevue<br>2020: 76.5k, -2.9%"
PSRC,Bellevue,"42, 44-45, 51, 54-56","NAICS with main PET contributors",Mar Employment,2021,83643,0.09341542805600223,7146,"Bellevue<br>2021: 83.6k, 9.3%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2000,NA,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2001,1690,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2002,1496,-0.11479289940828408,-194,"Bellevue<br>2002: 1.5k, -11.5%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2003,1642,0.0975935828877006,146,"Bellevue<br>2003: 1.6k, 9.8%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2004,1794,0.09257003654080398,152,"Bellevue<br>2004: 1.8k, 9.3%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2005,1821,0.01505016722408036,27,"Bellevue<br>2005: 1.8k, 1.5%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2006,1360,-0.25315760571114776,-461,"Bellevue<br>2006: 1.4k, -25.3%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2007,1405,0.03308823529411775,45,"Bellevue<br>2007: 1.4k, 3.3%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2008,1423,0.01281138790035596,18,"Bellevue<br>2008: 1.4k, 1.3%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2009,1314,-0.0765987350667604,-109,"Bellevue<br>2009: 1.3k, -7.7%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2010,NA,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2011,NA,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2012,956,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2013,835,-0.12656903765690375,-121,"Bellevue<br>2013: 0.8k, -12.7%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2014,NA,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2015,801,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2016,NA,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2017,NA,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2018,NA,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2019,878,NA,NA,NA
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2020,956,0.08883826879271073,78,"Bellevue<br>2020: 1.0k, 8.9%"
PSRC,Bellevue,"48-49,22","Transportation, Warehousing and Utilities",Mar Employment,2021,957,0.00104602510460249,1,"Bellevue<br>2021: 1.0k, 0.1%"
PSRC,Bellevue,51,Information,Mar Employment,2000,11373,NA,NA,NA
PSRC,Bellevue,51,Information,Mar Employment,2001,12720,0.11843840675283568,1347,"Bellevue<br>2001: 12.7k, 11.8%"
PSRC,Bellevue,51,Information,Mar Employment,2002,11993,-0.05715408805031441,-727,"Bellevue<br>2002: 12.0k, -5.7%"
PSRC,Bellevue,51,Information,Mar Employment,2003,10701,-0.10772950888018008,-1292,"Bellevue<br>2003: 10.7k, -10.8%"
PSRC,Bellevue,51,Information,Mar Employment,2004,10116,-0.05466778805719097,-585,"Bellevue<br>2004: 10.1k, -5.5%"
PSRC,Bellevue,51,Information,Mar Employment,2005,11110,0.09826018189007524,994,"Bellevue<br>2005: 11.1k, 9.8%"
PSRC,Bellevue,51,Information,Mar Employment,2006,10598,-0.04608460846084605,-512,"Bellevue<br>2006: 10.6k, -4.6%"
PSRC,Bellevue,51,Information,Mar Employment,2007,11917,0.12445744480090593,1319,"Bellevue<br>2007: 11.9k, 12.4%"
