yearm,var_code,area_code,var_stub,data_survey,seas,measure,value,area_label,data_survey_label,data_survey_type,data_survey_type_label,hover_label
Jan 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1954.1,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2017</b>, Seattle MSA, <b>CES NSA</b><br>1 954.1"
Jan 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-29.100000000000136,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2017</b>, Seattle MSA, <b>CES NSA</b><br>-29.1"
Feb 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1961.7,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2017</b>, Seattle MSA, <b>CES NSA</b><br>1 961.7"
Feb 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,7.600000000000136,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2017</b>, Seattle MSA, <b>CES NSA</b><br>7.6"
Mar 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1974.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2017</b>, Seattle MSA, <b>CES NSA</b><br>1 974.5"
Mar 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,12.799999999999955,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2017</b>, Seattle MSA, <b>CES NSA</b><br>12.8"
Apr 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1982.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2017</b>, Seattle MSA, <b>CES NSA</b><br>1 982.4"
Apr 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,7.900000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2017</b>, Seattle MSA, <b>CES NSA</b><br>7.9"
May 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1998.8,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2017</b>, Seattle MSA, <b>CES NSA</b><br>1 998.8"
May 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,16.399999999999864,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2017</b>, Seattle MSA, <b>CES NSA</b><br>16.4"
Jun 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2015.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2017</b>, Seattle MSA, <b>CES NSA</b><br>2 015.5"
Jun 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,16.700000000000045,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2017</b>, Seattle MSA, <b>CES NSA</b><br>16.7"
Jul 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2011.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2017</b>, Seattle MSA, <b>CES NSA</b><br>2 011.4"
Jul 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-4.099999999999909,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2017</b>, Seattle MSA, <b>CES NSA</b><br>-4.1"
Aug 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2007.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2017</b>, Seattle MSA, <b>CES NSA</b><br>2 007.4"
Aug 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2017</b>, Seattle MSA, <b>CES NSA</b><br>-4.0"
Sep 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2010.8,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2017</b>, Seattle MSA, <b>CES NSA</b><br>2 010.8"
Sep 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,3.3999999999998636,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2017</b>, Seattle MSA, <b>CES NSA</b><br>3.4"
Oct 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2011.7,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2017</b>, Seattle MSA, <b>CES NSA</b><br>2 011.7"
Oct 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,0.900000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2017</b>, Seattle MSA, <b>CES NSA</b><br>0.9"
Nov 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2021.6,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2017</b>, Seattle MSA, <b>CES NSA</b><br>2 021.6"
Nov 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,9.899999999999864,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2017</b>, Seattle MSA, <b>CES NSA</b><br>9.9"
Dec 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2027.1,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2017</b>, Seattle MSA, <b>CES NSA</b><br>2 027.1"
Dec 2017,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,5.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2017</b>, Seattle MSA, <b>CES NSA</b><br>5.5"
Jan 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2006.3,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 006.3"
Jan 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-20.799999999999955,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2018</b>, Seattle MSA, <b>CES NSA</b><br>-20.8"
Feb 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2010.9,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 010.9"
Feb 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,4.600000000000136,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2018</b>, Seattle MSA, <b>CES NSA</b><br>4.6"
Mar 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2021.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 021.5"
Mar 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,10.599999999999909,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2018</b>, Seattle MSA, <b>CES NSA</b><br>10.6"
Apr 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2027.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 027.4"
Apr 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,5.900000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2018</b>, Seattle MSA, <b>CES NSA</b><br>5.9"
May 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2043.2,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 043.2"
May 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,15.799999999999955,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2018</b>, Seattle MSA, <b>CES NSA</b><br>15.8"
Jun 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2056.1,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 056.1"
Jun 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,12.899999999999864,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2018</b>, Seattle MSA, <b>CES NSA</b><br>12.9"
Jul 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2055,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 055.0"
Jul 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-1.099999999999909,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2018</b>, Seattle MSA, <b>CES NSA</b><br>-1.1"
Aug 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2055.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 055.4"
Aug 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,0.40000000000009095,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2018</b>, Seattle MSA, <b>CES NSA</b><br>0.4"
Sep 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2055,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 055.0"
Sep 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-0.40000000000009095,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2018</b>, Seattle MSA, <b>CES NSA</b><br>-0.4"
Oct 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2061,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 061.0"
Oct 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,6,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2018</b>, Seattle MSA, <b>CES NSA</b><br>6.0"
Nov 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2070.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 070.4"
Nov 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,9.400000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2018</b>, Seattle MSA, <b>CES NSA</b><br>9.4"
Dec 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2069.7,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2018</b>, Seattle MSA, <b>CES NSA</b><br>2 069.7"
Dec 2018,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-0.7000000000002728,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2018</b>, Seattle MSA, <b>CES NSA</b><br>-0.7"
Jan 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2051.3,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 051.3"
Jan 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-18.399999999999636,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2019</b>, Seattle MSA, <b>CES NSA</b><br>-18.4"
Feb 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2039.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 039.4"
Feb 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-11.900000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2019</b>, Seattle MSA, <b>CES NSA</b><br>-11.9"
Mar 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2064.1,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 064.1"
Mar 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,24.699999999999818,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2019</b>, Seattle MSA, <b>CES NSA</b><br>24.7"
Apr 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2072,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 072.0"
Apr 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,7.900000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2019</b>, Seattle MSA, <b>CES NSA</b><br>7.9"
May 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2088.3,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 088.3"
May 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,16.300000000000182,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2019</b>, Seattle MSA, <b>CES NSA</b><br>16.3"
Jun 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2105.3,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 105.3"
Jun 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,17,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2019</b>, Seattle MSA, <b>CES NSA</b><br>17.0"
Jul 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2108.9,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 108.9"
Jul 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,3.599999999999909,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2019</b>, Seattle MSA, <b>CES NSA</b><br>3.6"
Aug 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2108.1,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 108.1"
Aug 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-0.8000000000001819,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2019</b>, Seattle MSA, <b>CES NSA</b><br>-0.8"
Sep 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2104.6,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 104.6"
Sep 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-3.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2019</b>, Seattle MSA, <b>CES NSA</b><br>-3.5"
Oct 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2106.6,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 106.6"
Oct 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,2,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2019</b>, Seattle MSA, <b>CES NSA</b><br>2.0"
Nov 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2116,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 116.0"
Nov 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,9.400000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2019</b>, Seattle MSA, <b>CES NSA</b><br>9.4"
Dec 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2123.9,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2019</b>, Seattle MSA, <b>CES NSA</b><br>2 123.9"
Dec 2019,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,7.900000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2019</b>, Seattle MSA, <b>CES NSA</b><br>7.9"
Jan 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2098.2,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2020</b>, Seattle MSA, <b>CES NSA</b><br>2 098.2"
Jan 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-25.700000000000273,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2020</b>, Seattle MSA, <b>CES NSA</b><br>-25.7"
Feb 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2104.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2020</b>, Seattle MSA, <b>CES NSA</b><br>2 104.4"
Feb 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,6.200000000000273,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2020</b>, Seattle MSA, <b>CES NSA</b><br>6.2"
Mar 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2094.9,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2020</b>, Seattle MSA, <b>CES NSA</b><br>2 094.9"
Mar 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-9.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2020</b>, Seattle MSA, <b>CES NSA</b><br>-9.5"
Apr 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1862.9,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 862.9"
Apr 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-232,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2020</b>, Seattle MSA, <b>CES NSA</b><br>-232.0"
May 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1861.2,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 861.2"
May 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-1.7000000000000455,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2020</b>, Seattle MSA, <b>CES NSA</b><br>-1.7"
Jun 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1916.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 916.5"
Jun 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,55.299999999999955,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2020</b>, Seattle MSA, <b>CES NSA</b><br>55.3"
Jul 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1937.7,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 937.7"
Jul 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,21.200000000000045,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2020</b>, Seattle MSA, <b>CES NSA</b><br>21.2"
Aug 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1947.2,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 947.2"
Aug 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,9.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2020</b>, Seattle MSA, <b>CES NSA</b><br>9.5"
Sep 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1959.8,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 959.8"
Sep 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,12.599999999999909,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2020</b>, Seattle MSA, <b>CES NSA</b><br>12.6"
Oct 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1963.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 963.4"
Oct 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,3.6000000000001364,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2020</b>, Seattle MSA, <b>CES NSA</b><br>3.6"
Nov 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1972.2,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 972.2"
Nov 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,8.799999999999955,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2020</b>, Seattle MSA, <b>CES NSA</b><br>8.8"
Dec 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1962.1,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2020</b>, Seattle MSA, <b>CES NSA</b><br>1 962.1"
Dec 2020,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-10.100000000000136,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2020</b>, Seattle MSA, <b>CES NSA</b><br>-10.1"
Jan 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1928.3,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2021</b>, Seattle MSA, <b>CES NSA</b><br>1 928.3"
Jan 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,-33.799999999999955,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2021</b>, Seattle MSA, <b>CES NSA</b><br>-33.8"
Feb 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1942.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2021</b>, Seattle MSA, <b>CES NSA</b><br>1 942.4"
Feb 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,14.100000000000136,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2021</b>, Seattle MSA, <b>CES NSA</b><br>14.1"
Mar 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1959,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2021</b>, Seattle MSA, <b>CES NSA</b><br>1 959.0"
Mar 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,16.59999999999991,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2021</b>, Seattle MSA, <b>CES NSA</b><br>16.6"
Apr 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1974.4,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2021</b>, Seattle MSA, <b>CES NSA</b><br>1 974.4"
Apr 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,15.400000000000091,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2021</b>, Seattle MSA, <b>CES NSA</b><br>15.4"
May 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,1985.8,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2021</b>, Seattle MSA, <b>CES NSA</b><br>1 985.8"
May 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,11.399999999999864,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2021</b>, Seattle MSA, <b>CES NSA</b><br>11.4"
Jun 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2005.9,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2021</b>, Seattle MSA, <b>CES NSA</b><br>2 005.9"
Jun 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,20.100000000000136,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2021</b>, Seattle MSA, <b>CES NSA</b><br>20.1"
Jul 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2021.5,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2021</b>, Seattle MSA, <b>CES NSA</b><br>2 021.5"
Jul 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,dmm,15.599999999999909,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2021</b>, Seattle MSA, <b>CES NSA</b><br>15.6"
Aug 2021,KSP_N_CES_NSA,KSP,N,CES,NSA,lvl,2027.3,Seattle MSA,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2021</b>, Seattle MSA, <b>CES NSA</b><br>2 027.3"
